2025-05-17 00:27:37.599 [main] INFO  c.a.n.client.logging.NacosLogging - Nacos Logging Adapter Builder: com.alibaba.nacos.logger.adapter.logback12.LogbackNacosLoggingAdapterBuilder
2025-05-17 00:48:38.782 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.stephenhu.bipennis.model.PO.authservice.SpareEmailPO".
2025-05-17 00:48:38.794 [main] WARN  c.b.m.c.injector.DefaultSqlInjector - class com.stephenhu.bipennis.model.PO.authservice.SpareEmailPO ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2025-05-17 00:48:38.891 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.stephenhu.bipennis.model.PO.authservice.UserPO".
2025-05-17 00:48:38.891 [main] WARN  c.b.m.c.injector.DefaultSqlInjector - class com.stephenhu.bipennis.model.PO.authservice.UserPO ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2025-05-17 00:48:39.508 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-05-17 00:48:41.530 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2025-05-17 00:48:41.637 [main] INFO  c.s.b.a.service.TestService - Started TestService in 9.838 seconds (process running for 11.815)
2025-05-17 00:48:42.703 [main] WARN  c.s.b.a.d.i.SpareEmailCrudRepositoryImpl - Invalid account parameter: s
2025-05-17 00:48:42.731 [Thread-2] WARN  c.a.n.c.executor.ThreadPoolManager - [ThreadPoolManager] Start destroying ThreadPool
2025-05-17 00:48:42.732 [Thread-2] WARN  c.a.n.c.executor.ThreadPoolManager - [ThreadPoolManager] Destruction of the end
2025-05-17 00:48:42.767 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-05-17 00:48:42.772 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2025-05-17 00:48:42.781 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
